Nombre,Anyo,Roles,Peliculas,Premios
Matthew Glave,1963,Reparto,"El chico ideal, Argo, Girlfriends' Guide to Divorce",Otros premios
Elijah Wood,1981,Reparto. Producción. Dirección,"El señor de los anillos: La comunidad del anillo, El señor de los anillos: Las dos torres, El señor de los anillos: El retorno del rey",Otros premios
Ian McKellen,1939,Reparto. Guion. Producción,"El señor de los anillos: La comunidad del anillo, El señor de los anillos: El retorno del rey, Dioses y monstruos",Nominado para 2 premios Óscar
Orlando Bloom,1977,Reparto. Producción. Banda sonora,"El señor de los anillos: La comunidad del anillo, Piratas del Caribe: La maldición de la Perla Negra, El señor de los anillos: El retorno del rey",Otros premios
Sean Bean,1959,Reparto. Producción. Animación,"El señor de los anillos: La comunidad del anillo, Juego de tronos, Black Death (Garra negra)",Ganó 2 premios BAFTA
Alan Howard,1937,Reparto,"El señor de los anillos: La comunidad del anillo, El cocinero, el ladrón, su mujer y su amante, El señor de los anillos: El retorno del rey",Otros premios
Noel Appleby,-1,Reparto,"El señor de los anillos: La comunidad del anillo, El señor de los anillos: El retorno del rey, Navigator, una odisea en el tiempo",Otros premios
Sean Astin,1971,Reparto. Producción. Dirección,"El señor de los anillos: Las dos torres, El señor de los anillos: El retorno del rey, El señor de los anillos: La comunidad del anillo",Nominado para 1 premio Óscar
Sala Baker,1976,Reparto. Especialistas. Producción,"El asesino, Dangerous Waters, Shadow Force",Otros premios
Billy Boyd,1968,Reparto. Música. Producción,"El señor de los anillos: El retorno del rey, El señor de los anillos: La comunidad del anillo, El señor de los anillos: Las dos torres",Otros premios
Andy Serkis,1964,Reparto. Producción. Dirección,"La guerra del planeta de los simios, El origen del planeta de los simios, El amanecer del planeta de los simios",Nominado para 1 premio Primetime Emmy
Meg Ryan,1961,Reparto. Producción. Dirección,"Cuando Harry encontró a Sally..., Tienes un e-mail, Algo para recordar",Otros premios
Hugh Jackman,1968,Reparto. Producción. Equipo ejecutivo,"Los miserables, Logan, X-Men",Nominado para 1 premio Óscar
Liev Schreiber,1967,Reparto. Producción. Equipos adicionales,"Spotlight, X-Men orígenes: Lobezno, El mensajero del miedo",Nominado para 9 premios Primetime Emmy
Breckin Meyer,1974,Reparto. Guion. Producción,"Ratas a la carrera, Road Trip (Viaje de pirados), Pesadilla final: La muerte de Freddy",Nominado para 5 premios Primetime Emmy
Natasha Lyonne,1979,Reparto. Producción. Guion,"Orange Is the New Black, American Pie, But I'm a Cheerleader",Nominado para 5 premios Primetime Emmy
Bradley Whitford,1959,Reparto. Producción. Guion,"Déjame salir, El ala oeste de la Casa Blanca, Al encuentro de Mr. Banks",Ganó 3 premios Primetime Emmy
Paxton Whitehead,1937,Reparto,"Regreso a la escuela, Kate & Leopold, Baby, tú vales mucho",No tiene premios
Spalding Gray,1941,Reparto. Guion,"Swimming to Cambodia, Los gritos del silencio, Kate & Leopold",Otros premios
Josh Stamberg,1970,Reparto. Producción,"The Affair, Afternoon Delight, J. Edgar",Otros premios
Matthew Sussman,-1,Reparto. Dirección,"Kate & Leopold, El pacificador, Pollock. La vida de un creador",No tiene premios
Alfonso Zayas,-1,Reparto. Producción. Dirección,"Trasplante a la Mexicana, La presidenta municipal, El sexo me divierte",No tiene premios
Angélica Chain,-1,Reparto,"Santo y Blue Demon contra el doctor Frankenstein, Mil millas al sur, La tentación",No tiene premios
Luis de Alba,-1,Reparto. Guion. Música,"Serafin y la lámpara libidinosa, Los pelotones y Juan Camaney, El valiente vive... hasta que el cobarde quiere",Otros premios
Hugo Stiglitz,1940,Reparto. Producción. Dirección,"No se aceptan devoluciones, Code... Death: Frontera Sur, La isla encantada",Otros premios
José René Ruiz,-1,Reparto,"Bajo el volcán, Póker de ases, El bello durmiente",No tiene premios
Gerardo Zepeda,-1,Reparto,"Revenge (Venganza), Santo el enmascarado de plata y Blue Demon contra los monstruos, El Topo",No tiene premios
Yirah Aparicio,-1,Reparto,"A garrote limpio, AR-15: Comando implacable, Motín en la cárcel",No tiene premios
Carlos Bravo y Fernández,-1,Reparto,"Estos zorros locos, locos, locos, La juventud se impone, Santo vs. la hija de Frankestein",Otros premios
Eva Castillo,-1,Reparto,"Camino al infierno, Dos machos que ládran no muerden, La chica del alacrán de oro",No tiene premios
Susana Cuevas,-1,Reparto,"El día de los albañiles: Los maistros del amor, El día de los albañiles 2",No tiene premios
Andras Jones,1968,Reparto. Producción. Equipos adicionales,"Pesadilla en Elm Street 4, Policía de acero, Voodoo",Otros premios
Seth Green,1974,Reparto. Guion. Producción,"Robot Chicken, The Italian Job, Austin Powers: Misterioso agente internacional",Ganó 3 premios Primetime Emmy
Jeffrey Combs,1954,Reparto. Equipos adicionales. Banda sonora,"Re-Animator, Agárrame esos fantasmas, Star Trek: Espacio Profundo Nueve",Otros premios
Wendy Robie,1953,Reparto. Música. Banda sonora,"El sótano del miedo, Were the World Mine, Twin Peaks",Otros premios
Ted Raimi,1965,Reparto. Guion. Dirección,"The Quarry, Creepshow, Twin Peaks",Otros premios
Beth Bates,-1,Reparto. Arte. Cámara y electricidad,"Horror in the Attic (Terror en el ático), Crossfire, I/O Error",No tiene premios
Eddy Kariti,-1,Reparto,"Warrior, Horror in the Attic (Terror en el ático), Lockout",No tiene premios
Shannon Hart Cleary,-1,Reparto,"Horror in the Attic (Terror en el ático), The Bloody Indulgent, Devils Are Dreaming",No tiene premios
Alice Cooper,1948,Music Artist. Reparto. Composición,"Wayne's World: ¡Qué desparrame!, X-Men: Días del futuro pasado, Guardianes de la Galaxia Vol. 3",Otros premios
Jerry Hauck,1955,Reparto. Guion. Producción,"Los impostores, Garfield: La película, Al encuentro de Mr. Banks",No tiene premios
John Savage,-1,Reparto. Producción. Composición,"Con todos los honores, El cazador, Hair",Otros premios
James Wilder,1968,Reparto. Guion. Producción,"Three Holes, Two Brads, and a Smoking Gun, Modelos, La universidad de los zombis",Otros premios
Joanne Baron,1953,Reparto. Producción. Guion,"Halloween: El final, Si fuera fácil, Spider-Man 2",Otros premios
Ceasar Cavaricci,-1,Reparto,Burning Down the House,No tiene premios
William Atherton,-1,Reparto. Producción. Banda sonora,"Jungla de cristal, Los Cazafantasmas, Escuela de genios",No tiene premios
Mick Fleetwood,1947,Music Artist. Reparto. Producción,"Perseguido, Guardianes de la Galaxia Vol. 2, Triple frontera",No tiene premios
C. Thomas Howell,1966,Reparto. Producción. Dirección,"Rebeldes, Carretera al infierno, E.T. El extraterrestre",Otros premios
Rene Auberjonois,1940,Reparto. Dirección. Banda sonora,"Star Trek: Espacio Profundo Nueve, El patriota, M*A*S*H",Nominado para 2 premios Primetime Emmy
David Keith,1954,Reparto. Música. Dirección,"Oficial y caballero, Tras la línea enemiga, La llave mágica",Otros premios
Arye Gross,-1,Reparto. Dirección,"Better Call Saul, Minority Report, The Rookie",No tiene premios
Lillo Brancato,1976,Reparto. Producción,"Una historia del Bronx, Marea roja, Un poeta entre reclutas",No tiene premios
Justina Machado,1972,Reparto. Producción. Banda sonora,"Torque: Rodando al límite, A dos metros bajo tierra, Día a día",Otros premios
Keith Brunsmann,-1,Reparto. Equipos adicionales. Dirección de arte,"Lois y Clark: Las nuevas aventuras de Superman, Muse, El guardián",No tiene premios
David Kriegel,-1,Reparto. Dirección. Cámara y electricidad,"Speed: Máxima potencia, ¡Viven!, Leaving Las Vegas",No tiene premios
Leo Rossi,1946,Reparto. Producción. Guion,"Acusados, Halloween II: Sanguinario, Fuera de sí, sin descanso",Otros premios
David Bel Ayche,-1,Reparto,"Say I Do, Belleza y poder, The Wedding Tapes",Otros premios
Michael Steppe,-1,Reparto,"Vacuidad, Mutual Needs, Sticks",No tiene premios
ChrisAnn Brunsmann,-1,Reparto. Cámara y electricidad. Producción,"One Hit from Home, Walther, Sticks",No tiene premios
Howard George,-1,Reparto,"Canción triste de Hill Street, De repente Susan, La casa de la muerte",No tiene premios
Jaime Gomez,-1,Reparto. Producción. Guion,"Training Day (Día de entrenamiento), Marea roja, Peligro inminente",Otros premios
Sigourney Weaver,1949,Reparto. Producción. Banda sonora,"Alien Resurrección, Alien, el octavo pasajero, Avatar",Nominado para 3 premios Óscar
Jennifer Love Hewitt,1979,Reparto. Producción. Dirección,"Sé lo que hicisteis el último verano, Aún sé lo que hicisteis el último verano, Las seductoras",Otros premios
Gene Hackman,1930,Reparto. Producción. Especialistas,"Contra el imperio de la droga, Arde Mississippi, Los Tenenbaums. Una familia de genios",Ganó 2 premios Óscar
Ray Liotta,1954,Reparto. Producción. Banda sonora,"Narc, Uno de los nuestros, Algo salvaje",Ganó 1 premio Primetime Emmy
Jason Lee,1970,Reparto. Producción. Dirección,"Casi famosos, Persiguiendo a Amy, Vanilla Sky",Otros premios
Anne Bancroft,1931,Reparto. Dirección. Guion,"El graduado, El milagro de Ana Sullivan, Paso decisivo",Ganó 1 premio Óscar
Jeffrey Jones,1946,Reparto. Equipos adicionales. Banda sonora,"Howard... un nuevo héroe, Amadeus, Todo en un día",Otros premios
Nora Dunn,1952,Reparto. Guion. Banda sonora,"Tres reyes, Southland Tales, Superfumados",No tiene premios
Julio Oscar Mechoso,1955,Reparto,"Grindhouse: Planet Terror, Virus, Jurassic Park III (Parque Jurásico III)",No tiene premios
Ricky Jay,1946,Reparto. Equipos adicionales. Guion,"Magnolia, Boogie Nights, El último golpe",Otros premios
Mike Myers,1963,Reparto. Guion. Producción,"Austin Powers en Miembro de Oro, Austin Powers: La espía que me achuchó, Austin Powers: Misterioso agente internacional",Ganó 1 premio Primetime Emmy
Eddie Murphy,1961,Reparto. Guion. Producción,"The Nutty Professor (El profesor chiflado), Superdetective en Hollywood, Dreamgirls",Nominado para 1 premio Óscar
Cameron Diaz,1972,Reparto. Producción. Banda sonora,"Vanilla Sky, Algo pasa con Mary, Los ángeles de Charlie",Nominado a 1 premio BAFTA
John Lithgow,1945,Reparto. Producción. Guion,"El mundo según Garp, Máximo riesgo, Las aventuras de Buckaroo Banzai",Nominado para 2 premios Óscar
Vincent Cassel,1966,Reparto. Producción. Dirección,"Mesrine: Parte 2. Enemigo público nº 1, Cisne negro, El odio",Otros premios
Peter Dennis,-1,Reparto,"Shrek, Ten Inch Hero, Star Trek: Voyager",Otros premios
Clive Pearse,-1,Reparto,"Shrek, M.U.G.E.N, The Incident at the Bergen School",No tiene premios
Jim Cummings,1952,Reparto. Banda sonora. Equipos adicionales,"Winnie the Pooh, Christopher Robin, Tiana y el sapo",Otros premios
Bobby Block,-1,Reparto. Equipos adicionales. Efectos visuales,"Shrek, Zafarrancho en el rancho, Polar Express",No tiene premios
Chris Miller,-1,Reparto. Animación. Dirección,"Shrek tercero, Los pingüinos de Madagascar, El gato con botas",Nominado para 1 premio Óscar
Loren Avedon,1962,Reparto. Especialistas. Producción,"El rey de los kickboxers, Rescate mortal, Fuerza silenciosa",No tiene premios
Brian Tochi,-1,Reparto. Producción. Dirección,"Tortugas Ninja, La revancha de los novatos, Las Tortugas Ninja II: El secreto de los mocos verdes",No tiene premios
Karen Kim,-1,Reparto,"V.I.P., Enfrentados a la bestia, Andy Barker, P.I.",No tiene premios
George Cheung,1949,Reparto. Especialistas. Equipos adicionales,"Hora punta, Starsky & Hutch, Mortal Kombat",No tiene premios
Clint Jung,2021,Reparto. Producción. Dirección,"Jobs, Cam, Un espía super guay",No tiene premios
Robert Clements,-1,Reparto. Equipos adicionales,"Sworn to Justice, Fuerza silenciosa, Golpe al tiempo",No tiene premios
Roger Yuan,1961,Reparto. Especialistas. Equipos adicionales,"Shanghai Kid: Del Este al Oeste, Skyfall, El monje",Otros premios
Roger Lee,-1,Reparto,"Fuerza silenciosa, Total Force 2",No tiene premios
G.G. Force,-1,Reparto,Fuerza silenciosa,No tiene premios
Jim Kelly,-1,Reparto,Fuerza silenciosa,No tiene premios
Michael Wehrhahn,-1,Producción. Reparto. Especialistas,"Viaje al Oeste. Las aventuras del Rey Mono, The Monkey King: The Legend Begins, Hora punta",No tiene premios
Sascha Knopf,-1,Reparto. Dirección de casting. Producción,"Amor ciego, Finding Love in Quarantine, Parecía un hombre tranquilo",No tiene premios
Angie Martinez,1971,Reparto. Producción. Composición,"Generation Um..., Nada que perder, Blazin'",No tiene premios
Paula Roth,-1,Reparto. Producción,"Blazin', XX/XY, Aphrodisiac",No tiene premios
Joseph Bono,-1,Reparto,"Uno de los nuestros, Toro salvaje, Casino",No tiene premios
Fat Joe,1970,Reparto. Composición. Producción,"Happy Feet: Rompiendo el hielo, Nacer para morir, Dos policías rebeldes II",Otros premios
Marcos Antonio Miranda,-1,Reparto. Especialistas. Dirección,"Secret War, Vamp Nite, Blazin'",Otros premios
Robert Samuels,-1,Reparto. Especialistas. Dirección,"Made in Chinatown, Secret War, Beast: Chronicles of Parker",Otros premios
Janet Amateau,-1,Reparto,"Blazin', Artemin Goldberg: Custom Tailor of Brassieres",No tiene premios
Ron Van Clief,1943,Reparto. Especialistas. Equipos adicionales,"FX: Efectos mortales, El último dragón, Warrior Island the Movie",No tiene premios
Sylvester Stallone,1946,Reparto. Producción. Guion,"Rocky, Rocky IV, Creed. La leyenda de Rocky",Nominado para 3 premios Óscar
Kip Pardue,1975,Reparto. Guion,"Titanes: Hicieron historia, Las reglas del juego, Driven",Otros premios
Til Schweiger,1963,Reparto. Producción. Dirección,"Malditos bastardos, Llamando a las puertas, Un conejo sin orejas",Otros premios
Burt Reynolds,1936,Producción. Reparto. Dirección,"Boogie Nights, Los caraduras, Los locos del Cannonball",Nominado para 1 premio Óscar
Stacy Edwards,1965,Reparto. Producción,"En compañía de hombres, Primary Colors, Driven",Otros premios
Gina Gershon,1962,Reparto. Producción. Guion,"Lazos ardientes, Killer Joe, Showgirls",Otros premios
Estella Warren,1978,Reparto,"El planeta de los simios, Driven, Canguro Jack, trinca y brinca",Otros premios
Cristián de la Fuente,1974,Reparto. Producción. Guion,"Basic, Driven, Amor bravío",Otros premios
Brent Briscoe,1961,Reparto. Guion. Equipos adicionales,"Un plan sencillo, Mulholland Drive, La milla verde",No tiene premios
Robert Sean Leonard,1969,Reparto. Banda sonora,"El club de los poetas muertos, House, La edad de la inocencia",Otros premios
Mark Wahlberg,1971,Producción. Reparto. Composición,"The Fighter, Boogie Nights, Infiltrados",Nominado para 2 premios Óscar
Helena Bonham Carter,1966,Reparto. Dirección. Producción,"Sweeney Todd: El barbero diabólico de la calle Fleet, Los miserables, El club de la lucha",Nominado para 2 premios Óscar
Tim Roth,1961,Reparto. Producción. Dirección,"Rob Roy (La pasión de un rebelde), Los odiosos ocho, Pulp Fiction",Nominado para 1 premio Óscar
Michael Clarke Duncan,1957,Reparto. Producción. Banda sonora,"La milla verde, Sin City: Ciudad del pecado, Armageddon",Nominado para 1 premio Óscar
Paul Giamatti,1967,Reparto. Producción. Dirección,"Entre copas, Cinderella Man. El hombre que no se dejó tumbar, American Splendor",Nominado para 2 premios Óscar
Estella Warren,1978,Reparto,"El planeta de los simios, Driven, Canguro Jack, trinca y brinca",Otros premios
Cary-Hiroyuki Tagawa,1950,Reparto. Producción. Equipos adicionales,"Mortal Kombat, El planeta de los simios, Tekken",Otros premios
David Warner,1941,Reparto. Producción. Banda sonora,"Titanic, Aquel país desconocido, Tron",Ganó 1 premio Primetime Emmy
Kris Kristofferson,1936,Music Artist. Reparto. Composición,"Blade, Blade II, Payback",Nominado para 1 premio Óscar
Erick Avari,1952,Reparto. Dirección. Guion,"Mr. Deeds, The Mummy (La momia), Stargate: Puerta a las estrellas",Otros premios
Julie Lee,-1,Reparto. Dirección. Guion,"Huet luen, Huet luen II, The ghost (Muerte silenciosa)",No tiene premios
Michael Madsen,1957,Reparto. Producción. Guion,"Reservoir Dogs, Kill Bill: Volumen 1, Donnie Brasco",Otros premios
Cary-Hiroyuki Tagawa,1950,Reparto. Producción. Equipos adicionales,"Mortal Kombat, El planeta de los simios, Tekken",Otros premios
Richard Hatch,1945,Reparto. Producción. Dirección,"Galáctica, Diminuendo, Battlestar Galactica: The Second Coming",Otros premios
Michael Paul Chan,1950,Reparto. Producción,"Un día de furia, Los Goonies, Spy Game (Juego de espías)",Otros premios
James Hong,1929,Reparto. Producción. Guion,"Todo a la vez en todas partes, Kung Fu Panda 2, Golpe en la pequeña China",Otros premios
Louis Herthum,1956,Reparto. Especialistas. Producción,"El agente nocturno, The Peripheral, Westworld",No tiene premios
Brad Hunt,-1,Reparto. Producción,"Alex/October, Demasiado viejo para morir joven, Soñando con peces",Otros premios
George Cheung,1949,Reparto. Especialistas. Equipos adicionales,"Hora punta, Starsky & Hutch, Mortal Kombat",No tiene premios
Brad Dourif,1950,Reparto,"El señor de los anillos: Las dos torres, Alguien voló sobre el nido del cuco, Arde Mississippi",Nominado para 1 premio Óscar
Angelina Jolie,1975,Reparto. Producción. Dirección,"Maléfica, Inocencia interrumpida, El intercambio",Ganó 1 premio Óscar
Jon Voight,1938,Reparto. Producción. Guion,"Cowboy de medianoche, Anaconda, Defensa",Ganó 1 premio Óscar
Iain Glen,1961,Reparto. Producción. Banda sonora,"Juego de tronos, Jack Taylor, Los niños de Windermere",Otros premios
