Título,Puntuación IMDb,Directores,Guionistas,Argumento,ID
Death of a Saleswoman,"2,2",Donna Wheeler,Donna Wheeler,"Top-ranking RubberTubber saleswoman Agatha J. Ruby was brutally beaten and shot on her morning jog by an unknown assailant. Over six thousand dollars worth of her best plastic storage ware was stolen from her trunk. Nearly all 200 residents in her hometown of Mametville, Washington knew her personally. All were named as suspects. See if you can figure out her killer.",tt0204250
Funny Money,"5,2",Leslie Greif,"Harry Basil, Leslie Greif, Ray Cooney","When Henry Perkins accidentally trades his briefcase with a man, he finds five million dollars inside. However, the cash draws in Mr. Big, who wants to reclaim his money.",tt0244521
Cómo prepararse para una cita en Queens,"4,3",Michelle Danner,Richard Vetere,"A self-proclaimed dating expert tries to get his best friend, who lost his wife two years earlier, back into the dating scene, with disastrous results.",tt0270417
Mothers and Daughters,"5,4",Sheri Hellard,Robin Mackenzie,"Follows a day in the lives of three generations of women. Priscilla, her mother (Nana), and her daughter, Wendy, spend the day sipping gin, arguing and being chased by a police officer. Priscilla has a lump in her breast which may or may not be cancerous. Her husband is distracted and unappreciative. She is depressed, an unseen artist, whose mother is always nagging h... Leer todo",tt0275258
Ozzie,"4,3",William Tannen,"Michael Lach, Lori O'Brien, Kyle Southam","Ozzie (Steven Kynman) is a young koala living in Australia. He is kidnapped by two goons, Buzz Maroni (Peter Rowley) and Tank Emerson (Ralf Moeller), who work for Max Happy (Dame Joan Collins), President of Happy Toys. Legend says that Ozzie speaks English and Max wants to clone Ozzie into hundreds of koalas and sell them for a fortune as talking pets. Buzz and Tank ""... Leer todo",tt0280000
Yo serví al rey de Inglaterra,"7,3",Jirí Menzel,"Bohumil Hrabal, Jirí Menzel",A look at the glamorous life at an old-world Prague hotel.,tt0284363
Misión: Imposible 3,"6,9",J.J. Abrams,"Alex Kurtzman, Roberto Orci, J.J. Abrams",Agente del IMF Ethan Hunt se enfrenta a un peligroso y sádico traficante de armas que amenaza su vida y la de su prometida.,tt0317919
The Drop,"2,6",Kevin Lewis,"Troy Scott, Kevin Lewis","Un estudiante universitario es contratado simplemente para entregar un coche en un aparcamiento de Los Ángeles. El trabajo parece demasiado fácil, así que revisa el maletero y se convierte en objetivo de una guerra secreta.",tt0340084
Detroit,"5,4",Brian Lawrence,Brian Lawrence,"The action crime-thriller, CORRUPTED MINDS, revolves around a gang of revolutionaries who are about to cause mayhem for the citizens and cops of the Motor City.",tt0337609
Meteoro,"6,1",Diego de la Texera,"Regiana Antonini, Marcos Bernstein, Diego de la Texera","In the early 1960's, a group of people responsible for the construction of the Brasilia-Fortaleza road is abandoned in the middle of the jungle by the Brazilian government, after the military coup.",tt0339382
Superman Returns: El regreso,"6,1",Bryan Singer,"Michael Dougherty, Dan Harris, Bryan Singer","Superman reaparece después de una larga ausencia, pero es desafiado por un viejo enemigo que utiliza la tecnología kriptoniana para dominar el mundo.",tt0348150
Whispers from a Shallow Grave,"4,4",Ted Newsom,Ted Newsom,"When a beautiful photo model disappears, police track the photographer who last saw her. At his trial, the model herself tells her side of the story.",tt0144280
Érase una vez... un cuento al revés,"4,5","Paul Bolger, Yvette Kaplan, Greg Tiernan","Robert Moreland, Doug Langdale, Andre Sikojev","An alliance of evil-doers, led by Frieda, looks to take over Fairy Tale Land. But when Ella realizes her stepmother is out to ruin her storybook existence, she takes a dramatic turn and blossoms into the leader of the resistance effort.",tt0308353
Arthur y los minimoys,"6,0",Luc Besson,"Céline Garcia, Luc Besson, Patrice Garcia","Arthur, un niño de diez años, en un intento de salvar la casa de su abuelo de la demolición, va en busca de un tesoro escondido en la tierra de los minimoys, gente diminuta que vive en armonía con la naturaleza.",tt0344854
La ciencia del sueño,"7,2",Michel Gondry,Michel Gondry,Un hombre que vive en trance en su onírica imaginación se enamora de una mujer y siente que puede enseñarle su universo singular.,tt0354899
Love Hollywood Style,"4,7",Michael Stein,Michael Stein,"Four intertwining stories filled with fantasy, over the top comedy and drama set in the entertainment industry on Valentine's day",tt0361852
La novia del mar,"6,0",José Pepe Bojórquez,"José Pepe Bojórquez, David Howard","On an island across the sea lies a village full of romance, wonder and mystery; a timeless place where people carry strong beliefs that can fulfill the heart's deepest desires. A beautiful woman, led to believe she has powerful ties to the sea, defies everyone to prove them wrong, in a world where man and nature connect in improbable ways, where myths are real and tru... Leer todo",tt0367567
Beyond the Wall of Sleep,"2,9","Barrett J. Leigh, Thom Maurer","Barrett J. Leigh, H.P. Lovecraft, Thom Maurer",A man is held in an asylum for murdering his family. A young intern at the asylum suspects an even darker force connected to the man.,tt0279688
Under Surveillance,"3,8",Dave Campfield,Dave Campfield,"When a dead body turns up, a local group of Satanists seem the most likely suspects. With the help of a friend, a criminal law student decides to conduct his own investigation by placing his neighbors under 24/7 video surveillance.",tt0287072
Through the Looking Glass,"5,2",Craig Griffith,Craig Griffith,"A psychological horror detailing one man's journey into obsession, madness, fear and death.",tt0320626
The Creature of the Sunny Side Up Trailer Park,"3,8",Christopher Coppola,Adrienne Stout,"A dark secret is held by a small desert town. When two men arrive to receive a mysterious inheritance, they discover not only more about their pasts but their present ties to an ancient prophecy. Will they be able to put aside their own differences before the mysterious creature killing residents comes after them too?",tt0328899
Satan's Playground,"3,5",Dante Tomaselli,Dante Tomaselli,Satan's Playground is a chiller with a vacationing family lost in the woods and the Jersey Devil lurking in the Pine Barrens.,tt0331334
Down the Road,"7,7",Juan Pablo Reinoso,"Juan Pablo Reinoso, R. Dale Whisman","A young Korean War veteran returns home to find his parents have died and his wife has left him for another man. With no known family, he leave his California roots for middle America in search of what may be a distant cousin. When he arrives he finds that the cousin has been missing for your years, leaving behind a wife and five daughters living in a small town full ... Leer todo",tt0296604
El color del crimen,"5,2",Joe Roth,Richard Price,Un detective de policía negro debe resolver un extraño caso de un niño secuestrado y hacer frente a una gran protesta racial.,tt0349467
El inquisidor,"5,4",Adrian Rudomin,Adrian Rudomin,"Set in the 16th century, a sheriff working on a series of murders has to choose between his conscience and protecting his family when he's tied to the crimes.",tt0353357
No se lo digas a nadie,"7,5",Guillaume Canet,"Guillaume Canet, Harlan Coben, Philippe Lefebvre",Un descubrimiento accidental cerca de la propiedad de un doctor reabre las dolorosas heridas abiertas hace 8 años con el asesinato de su esposa.,tt0362225
The Worst Day Ever,No disponible,"Justin Alexandre, Jason DeParis",Justin Alexandre,Amy Davidson goes through a crazy 24 hours just before her high school graduation.,tt0291569
An Existential Affair,"4,1",Peggy Bruen,Peggy Bruen,"The story of two lovers, a woman and a Young Republican, who meet in hotel rooms over the 1990s to explore their sexual prowess. Only when they venture out of 'the box' does reality start to tear at the fabric of their private, existential affair. Nothing stays the same. They marry. Guess what happens next?",tt0302545
Humko Tumse Pyaar Hai,"5,4",Bunty Soorma,"Ashok Roy, Javed Siddiqui, Bunty Soorma","A blind woman is taken care by a wealthy nobleman after her fiancee is presumed to be dead. Things takes a turn when her former fiancee comes back to her, which puts her in a dilemma.",tt0314186
Loving Annabelle,"6,2",Katherine Brooks,"Katherine Brooks, Olivia Bohnhoff Harris, Karen Klopfenstein","La inteligente Annabelle comienza en un internado católico femenino de élite tras ser expulsada de sus dos colegios anteriores. Se declara abiertamente lesbiana y se siente atraída por su profesora, Simone.",tt0323120
1972,"6,0",José Emílio Rondeau,"Ana Maria Bahiana, Ana Maria Bahiana, José Emílio Rondeau","Two teenagers from opposite sides of town, with very little in common except for their passion for music meet in 1970's Rio de Janeiro, at the height of the military dictatorship _ and of Brazil's booming underground rock scene.",tt0337564
Der Liebeswunsch,"5,7",Torsten C. Fischer,"Torsten C. Fischer, Dieter Wellershoff","When she was a student, Anja worked in the department of Lars and Marlene, two soon-to-be married doctors. At the time, she worked with one of the couple's friends, Leonhard, whom she eventually married and with whom she had a child",tt0353667
Calibre 45,"5,5",Gary Lennon,Gary Lennon,"Una joven ejecuta un elaborado plan de venganza debido a su adicción, obsesión y abuso que pasa.",tt0259822
Camino sin retorno,"6,9",Michele Soavi,"Massimo Carlotto, Lorenzo Favella, Michele Soavi","Giorgio Pellegrini, a former left-wing activist turned terrorist has fled to Central America and fought with a guerrilla movement. Fifteen years later he is fed up with living in the jungle and decides to return to Italy. What he wants is to lead a comfortable bourgeois life in his native country. Thanks to Anedda, a corrupt police inspector, and after giving away for... Leer todo",tt0325011
5ive!,"6,0",Domingo Vara,Michael Lach,,tt0327389
I Viceré,"6,2",Roberto Faenza,"Federico De Roberto, Roberto Faenza, Filippo Gentili","Story in set in Sicily, 1800. The Uzeda family fights to remain in control of its power against the new regime, both on political and personal side, leading to intricate love affairs, difficult parental relashionship and obstacles on their way to the top.",tt0196186
Hermano,"7,3",Giovanni Robbiano,"Riccardo Aprile, Marcello Olivieri, Giovanni Robbiano",,tt0206806
Despierto,"6,5",Joby Harold,Joby Harold,Un joven adinerado que se somete a una operación de trasplante de corazón descubre que el equipo quirúrgico pretende asesinarle.,tt0211933
Pasión sin fronteras,"6,9",Vic Sarin,"Patricia Finn, Vic Sarin","During the turmoil and violence of Partition, a Sikh ex-soldier, haunted by war, offers shelter to a young Muslim woman who has been separated from her family.",tt0213985
Death and Taxis,"8,1",Kevin Mukherji,Nick Pullia,"Take a fascinating journey in Death And Taxis where the journey is the destination, and the next world might be just a cab ride away. Hugging the double-yellow line between this life and the next, one big city taxi carries the stories of several drivers and passengers, each contending with intensely psychological and sometimes supernatural brushes with death. Whether ... Leer todo",tt0218140
Terra Sonâmbula,"6,7",Teresa Prata,"Mia Couto, Teresa Prata","In the midst of Mozambique's devastating civil war, Muidinga, an orphaned refugee, wanders the countryside in search of his mother. His only companion is an elderly storyteller, and the only guide to finding his mother is a dead man's diary. This transporting drama underscores the power of imagination in surviving, and ultimately overcoming, the catastrophe of war.",tt0242029
Hitler Meets Christ,"4,6",Brendan Keown,Michael Moriarty,"Two men meet in a train station. One believes he's Hitler, the other, Christ. Their unusual pairing brings together two of the most controversial figures in human history.",tt0243649
La ley de Brooklyn,"6,3",Michael Corrente,Terence Winter,"Brooklyn, 1985. With the mob world as a backdrop, three life-long friends struggle with questions of love, loss and loyalty.",tt0283503
Universal Groove,"5,5",François Garcia,Sandeep Panesar,A quick trip through the underground party scene as seen through the memories of eight people coming back to reality.,tt0287075
The Junior Defenders,"4,3",Keith Spiegel,Keith Spiegel,A deranged fan goes on a mission to kidnap the former cast of a 1970s kids superhero show in order to produce his own episode.,tt0119231
Tortilla Heaven,"5,3",Judy Hecht Dumontet,"Judy Hecht Dumontet, Julius Robinson, Mitchell Leib","Isidor's Tortilla Heaven is the best restaurant in the world, but has few customers and makes little money in a small town. During Mass one Sunday he is blessed with a miracle: the face of Jesus appears on one of his tortillas.",tt0227671
The Bros.,"2,8",Jonathan Figg,Jonathan Figg,"This outrageously hysterical urban comedy follows the lives and crimes of two wannabe white boys as they try to break into the world of hardcore ""gangsta"" rap.",tt0275236
Hora punta 3,"6,2",Brett Ratner,"Jeff Nathanson, Ross LaManna","Tras el intento de asesinato del embajador chino, Lee y Carter se dirigen a Paris para proteger a una mujer que tiene conocimiento de los líderes secretos de las Tríadas, el sindicato criminal más peligroso.",tt0293564
Hollywood Dot Com,"6,1",James Bruner,"James Bruner, Elizabeth Stevens",Five struggling actresses suddenly find themselves a big hit on a hidden camera internet site,tt0294654
The Man Who Would Be Queen,"5,8",J.K. Amalou,J.K. Amalou,"Hugo was once a happily married man living an idyllic life. But the arrival of a nemesis from the past is the catalyst for his transformation to Soho drag artist as the weekend descends into a riot of strippers, gypsies, thieves and murder.",tt0300007
Marigold,"4,9",Willard Carroll,Willard Carroll,Ali Larter plays an American actress who becomes immersed in the Bollywood film world.,tt0329354
"So, You've Downloaded a Demon","5,8",Todd Livingston,"Nicholas Capetanakis, Todd Livingston",Four college students stumble across an occult website and accidentally release a demon that is imprisoned there. Hilarity ensues.,tt0348062
Ghost Rider: El motorista fantasma,"5,3",Mark Steven Johnson,Mark Steven Johnson,"Cuando el motociclista Johnny Blaze vende su alma para salvar la vida de su padre, se transforma en El Motorista Fantasma, el cazarrecompensas del Diablo, y es enviado a cazar a los pecadores.",tt0259324
Intergalactic Combat,"6,5",Ray Brady,Ray Brady,"Aliens appear at the UN and invite Earth to join the Galactic Federation, there is a catch though, Earth has one year to send a team of it's best fighters to represent the planet in an unarmed combat tournament. The fate of the Earth depends on the tournaments outcome.",tt0330972
La jungla 4.0,"7,1",Len Wiseman,"John Carlin, Roderick Thorp, Mark Bomback",John McClane y un joven hacker unen sus fuerzas para acabar con el maestro del ciberterrorismo Thomas Gabriel en Washington D. C.,tt0337978
The Chosen One,"5,4",Chris Lackey,"Chad Fifer, Chris Lackey","Being a superhero is easy, but what if you are the Chosen One?",tt0357545
Dragon Wars,"3,5",Hyung-rae Shim,Hyung-rae Shim,"Una vez cada 500 años, antiguas criaturas míticas llegan a la Tierra, causando estragos y destrucción. Esta vez deben ser detenidos.",tt0372873
Harry Potter y la Orden del Fénix,"7,5",David Yates,"Michael Goldenberg, J.K. Rowling","Harry y Dumbledore intentan alertar a la comunidad mágica del retorno de Voldemort, para burla general, y se convierten en el foco de una campaña de descrédito a manos de las autoridades mágicas, mientras una burócrata autoritaria toma las riendas de Hogwarts.",tt0373889
Ratatouille,"8,1","Brad Bird, Jan Pinkava","Brad Bird, Jan Pinkava, Jim Capobianco",Una rata que sabe cocinar establece una inusual alianza con un joven trabajador de la cocina de un famoso restaurante de París.,tt0382932
La brújula dorada,"6,1",Chris Weitz,"Chris Weitz, Philip Pullman","En un universo paralelo, la joven Lyra Belacqua viaja al lejano norte para salvar a su mejor amigo y a otros niños secuestrados de los terribles experimentos de una misteriosa organización.",tt0385752
Descubriendo a los Robinsons,"6,8",Stephen J. Anderson,"Jon Bernstein, Michelle Bochner Spitz, Don Hall","Lewis es un brillante inventor que conoce a un misterioso desconocido llamado Wilbur Robinson, que transporta a Lewis en una máquina del tiempo y juntos forman un equipo para perseguir al tipo del bombín.",tt0396555
La marca del lobo,"5,3",Katja von Garnier,"Ehren Kruger, Christopher Landon, Annette Curtis Klause",Una mujer lobo adolescente se debate entre honrar el secreto de su familia y su amor por un hombre.,tt0397044
Each Time I Kill,"5,7",Doris Wishman,Doris Wishman,A shy high school senior (Paralta) finds a magic locket that will allow her to trade one physical feature with anyone she murders.,tt0317401
Kottentail,"3,7",Tony Urban,Tony Urban,"The ""Overlook Animal Research Laboratory"" has long been working on genetic engineering without any trouble. That all changes one night when two would be animal liberators set free a test rabbit, not knowing that the bunny's genes have gone haywire. On the loose, the vicious little beast soon attacks a farmer - Hans Kottentail. Hans quickly begins to change. He grows f... Leer todo",tt0361724
The Devil's Muse,"3,9",Ramzi Abed,Ramzi Abed,"""The Devil's Muse"" takes a stark look at one of Hollywood's darkest mysteries, The Black Dalia (Elizabeth Short) Murder.",tt0372005
Broke Sky,"6,0",Thomas L. Callaway,"Frank Patterson, Thomas L. Callaway, Dan Golden","Two friends work by removing animal bones, one day they find a disturbing finding that will change the way they see themselves and their friendship.",tt0337899
Captivity,"4,6",Roland Joffé,"Larry Cohen, Joseph Tura","Un hombre y una mujer se despiertan y se encuentran atrapados en un sótano. Mientras su secuestrador los vuelve locos, se revela la verdad sobre su horrible secuestro.",tt0374563
Rise: Cazadora de sangre,"4,9",Sebastian Gutierrez,Sebastian Gutierrez,"A reporter wakes up in a morgue and finds herself a member of the undead, before vowing revenge against the sect which put her there.",tt0389328
Dreamland,"3,5",James P. Lay,"James P. Lay, Kenny Saylors, Kyle Saylors","Meghan and Dylan are crossing the Nevada desert in an old car to visit her foster parents, and Meghan sees a little girl alone in the desert. They stop at the ""Little A'Le'Inn"" diner, a weird place decorated with alien motif, to eat a hamburger with milkshake and they have a conversation with the bartender Blake, who tells stories about UFOs. They leave the diner and ... Leer todo",tt0391095
88 minutos,"5,9",Jon Avnet,Gary Scott Thompson,"El día en que se supone que deben ejecutar a un asesino en serie que ayudó a encerrar, un destacado psicólogo forense y profesor universitario recibe una llamada informándole que le quedan 88 minutos de vida.",tt0411061
El hombre de Londres,"7,0","Béla Tarr, Ágnes Hranitzky","Georges Simenon, Béla Tarr, László Krasznahorkai","Tras presenciar un asesinato durante su turno de noche como guardagujas ferroviario, un hombre encuentra un maletín lleno de dinero. Mientras él y su familia mejoran su nivel de vida, otros empiezan a buscar el maletín desaparecido.",tt0415127
Jin yu liang yuan hong lou meng,"6,7",Han Hsiang Li,"Xueqin Cao, Han Hsiang Li","Pao-yu is in love with his cousin, Lin Tai-yu, but his family has other marital plans for him that will leave both broken-hearted.",tt0075959
Romantik,"4,4",Sinan Çetin,Sinan Çetin,"The friendship of Gökhan and Ömer is challenged when Ömer falls in love with beautiful Yasemin. Gökhan frames his best friend Ömer for a murder, subsequently Ömer must leave the country. Yasemin, grieving over the loss of her love Ömer, gets closer to Gökhan, who works in her cruel father's shady business.",tt0314589
Lucky You,"5,9",Curtis Hanson,"Eric Roth, Curtis Hanson","Un jugador de póquer famoso intenta ganar un torneo en Las Vegas, sin embargo está librando una batalla perdida con sus problemas personales.",tt0338216
Fighting Words,"4,6",E. Paul Edwards,E. Paul Edwards,Sometimes we fight with fists and sometimes we kill with words.,tt0354578
Susan Hero,"7,1",Jason Rosette,Jason Rosette,"Accompanied by her illegal immigrant companion, a woman desperate to clone her deceased child steals cash and heads across country in search of a maverick animal cloning expert who says he can help her.",tt0362209
Playas Ball,"5,1",Jennifer Harper,"Dale Davis, Jennifer Harper",Cedric Tinsel (Allen Payne) is a 27-year-old professional basketball player. He is on a verge of signing a lucrative endorsment contract and proposing to his girlfriend Jill Hamlin (Chelsi Smith).,tt0368151
Crossing,"3,8",Roger Larry,"Roger Larry, Sandra Tomc","Fifteen years after he last saw him, Danny Cimmerman, a Toronto banker, comes back to Vancouver to say goodbye to his ethnic Croatian gangster father, John Cimmerman, who is on his death bed. Danny never approved of how his father made a living, the reason why Danny left town in the first place, and conversely John felt Danny was a disappointment. Regardless, John's d... Leer todo",tt0370433
Red Is the Color of,"4,6",Anne Norda,Anne Norda,"The tense marriage between two painters is shaken and stirred when the husband's provocative free-spirited nude model ignites his wife's sexual and spiritual awakening. In a three way game of subtle seduction, each of the three confront desires and frustrations that threaten to destroy the illusions of their lives.",tt0373263
Mystery of the Bloody Mansion,"5,6",David Von Roehm,"Spencer David, Mike Letizia, Chad Perks",A troubled priest witnesses a father's assault on his daughter then takes revenge.,tt0198794
Antes que el diablo sepa que has muerto,"7,3",Sidney Lumet,Kelly Masterson,"Cuando dos hermanos organizan un atraco en la joyería de sus padres, el trabajo sale terriblemente mal, desencadenando una serie de eventos que los conducen, junto a su padre y la esposa de uno de los hermanos, hacia un clímax demoledor.",tt0292963
Still Waters Burn,"6,7",Halfdan Hussey,"Halfdan Hussey, Tom McEnery","A game of truth or dare ignites latent love. Still Waters Burn features Ian Hart, Claudia Wells, and the last film performance of Darren McGavin (A Christmas Story, The Night Stalker).",tt0117743
Quality Time,"5,8",Chris LaMont,"Craig Belanger, Chris LaMont, Jay Holben","In an apocalyptic future, a serial killer holds his family and another family hostage in an attempt to change his life.",tt0119970
Geliebte Clara,"5,5",Helma Sanders-Brahms,"Helma Sanders-Brahms, Nicole-Lise Bernheim, Colo Tavernier",Una mirada a las vidas de los compositores del siglo XIX Clara y Robert Schumann.,tt0177636
El robo del siglo,"7,2",Roger Donaldson,"Dick Clement, Ian La Frenais","Martine ofrece a Terry una pista sobre un golpe infalible a un banco en la calle Baker de Londres. Su objetivo es una habitación llena de cajas de seguridad con millones en efectivo y joyas, junto con un tesoro de secretos sucios.",tt0200465
Berlin Calling,"7,2",Hannes Stöhr,Hannes Stöhr,"Un hombre sale de gira por clubes de todo el mundo con su mánager y su novia. En vísperas del lanzamiento de su mayor álbum, es ingresado en una clínica psiquiátrica tras sufrir una sobredosis en un concierto.",tt0211946
Jackson,"7,3",J.F. Lawton,J.F. Lawton,"Jackson is about two homeless men in Los Angeles, California, Donald and Sam. At the start of the day, Donald is given a twenty dollar bill (also known as a ""Jackson""). The film follows the two and shows their adventures throughout the day with this money, and features songs from various operas.",tt0313088
A Circle on the Cross,"4,8","Stephen Maloney, Steven Earl-Edwards","Steven Earl-Edwards, Thomas Cadwaleder Jones","An American soldier, listed as Missing in Action in Vietnam since 1972, returns home after twenty years, to find quite the dysfunctional family.",tt0317249
Brothel,"3,6",Amy Waddell,Amy Waddell,"After her lover commits suicide, Julianne runs away from the city and moves in the ghost town of Jerome. She purchases an abandoned brothel and sets to work turning it into a hotel; but then she comes to know the ghosts of the brothel",tt0319115
Biriken,"6,4",Junji Sakamoto,"Junji Sakamoto, Toshiaki Toyoda","The main hero of this movie is the spirit of the once very popular wooden statuette called Billiken. It is the view of the small gods pointed heads, fat belly and characteristic smile. When the casket in which the statuette was found broken, the spirit suddenly Billikena is exempt. Tries to fulfill the wishes of all who had prayed, but how it works on its specific way... Leer todo",tt0115686
Big River Blues,No disponible,Michael Almereyda,No disponible,"Poet and pundit Andrei Codrescu (Road Scholar 1992) is once again taking the pulse of America, trading his Cadillac convertible for a variety of water craft as he explores, with typical Codrescu wit, wisdom and piercing insight, the entire length of the Mississippi River, accompanied by that most American of musical genres, the Blues.",tt0340020
Delgo,"4,3","Marc F. Adler, Jason Maurer","Patrick J. Cowan, Carl Dream, Jennifer Jones-Mitchell","Delgo, an adventurous but naive teenager, must rally his group of friends to protect their world from conflict between the Lockni and Nohrin people.",tt0361500
Lymelife,"6,8",Derick Martini,"Derick Martini, Steven Martini",A family unit begins to bow under the pressure of a failing marriage.,tt0363780
Como en casa en ningún sitio,"5,7",Seth Gordon,"Matt Allen, Caleb Wilson, Jon Lucas",Una pareja se esfuerza por visitar a sus cuatro padres divorciados en Navidad.,tt0369436
Muhômatsu no isshô,"7,3",Hiroshi Inagaki,"Mansaku Itami, Shunsaku Iwashita","Matsugoro is a poor rickshaw driver whose animated spirit and optimistic demeanor make him a favorite of the town. Matsu helps an injured boy, Toshio, and is hired by the boy's parents.",tt0036177
The Flyboys,"6,8",Rocco DeVilliers,"Gregory C. Haynes, Jason deVilliers, Rocco DeVilliers",Dos niños tienen su coraje puesto a prueba cuando accidentalmente se escapan a bordo de un avión propiedad de la mafia.,tt0357668
Babylon A.D.,"5,5",Mathieu Kassovitz,"Maurice G. Dantec, Mathieu Kassovitz, Éric Besnard",El mercenario Toorop asume el trabajo de alto riesgo de escoltar a una mujer de Rusia a América. No sabe que ella es huésped de un organismo que un culto quiere cosechar para producir un mesías genéticamente modificado.,tt0364970
El Barón Rojo,"6,3",Nikolai Müllerschön,Nikolai Müllerschön,De la carnicería y el caos de la Primera Guerra Mundial surgió un hombre cuyo nombre pasaría a la leyenda. ¿Caballero? ¿Guerrero? ¿Aventurero? Manfred Von Richthofen es conocido por siempre como El Barón Rojo.,tt0365675
Indiana Jones y el reino de la calavera de cristal,"6,2",Steven Spielberg,"David Koepp, George Lucas, Jeff Nathanson","En 1957, el arqueólogo y aventurero Indiana Jones es llamado de nuevo a la acción y se ve envuelto en un complot soviético para descubrir el secreto de unos misteriosos artefactos conocidos como las calaveras de cristal.",tt0367882
Iron Man,"7,9",Jon Favreau,"Mark Fergus, Hawk Ostby, Art Marcum","Tras de estar cautivo en una cueva afgana, el multimillonario ingeniero Tony Stark crea una armadura única para luchar contra el mal.",tt0371746
Viaje al centro de la Tierra,"5,8",Eric Brevig,"Michael D. Weiss, Jennifer Flackett, Mark Levin","En una búsqueda para averiguar qué pasó con su hermano desaparecido, un científico, su sobrino y su guía de montaña descubren un fantástico y peligroso mundo perdido en el centro de la Tierra.",tt0373051
Far Cry,"3,2",Uwe Boll,"Michael Roesch, Peter Scheerer, Masaji Takei","La trama sigue al soldado Jack Carver y la reportera Valerie Constantine, quienes se encuentran investigando una isla repleta de super soldados modificados genéticamente.",tt0400426
In Your Dreams,"5,3",Gary Sinyor,Gary Sinyor,"Albert Ross was the most ambitious little boy in the world until an 11 year old girl broke his heart. Now he's grown up to be an embittered dentist, he's done nothing, gone nowhere AND he has a step-mother from hell. One day he suffers a mysterious accident - and suddenly finds that whatever he dreams comes true. Suddenly a whole new life opens up for him...",tt0373028
Carlston za Ognjenku,"6,8",Uros Stojanovic,"Aleksandar Radivojevic, Uros Stojanovic","Story of two sisters that grew up in a small Serbian village in the beginning of the 1930s. The village is torn up by wars and years long blood oath. There are no men left in the village. Our heroines, Ognjenka and Mala Boginja decide to go to the city, kidnap men and return life to their village. The lights of the metropolis dazzle them and there starts this little a... Leer todo",tt0380249
El secreto de la última luna,"6,0",Gabor Csupo,"Lucy Shuttleworth, Graham Alborough, Elizabeth Goudge",Maria inherits a book of secrets from her dad. She moves to her uncle's Moonacre estate. A family curse was cast on the valley. Only Maria can break it using her book.,tt0396707
La isla de Nim,"6,0","Jennifer Flackett, Mark Levin","Joseph Kwong, Paula Mazur, Mark Levin",Una joven vive en una isla desierta con su padre científico y escribe cartas al elusivo autor de sus novelas favoritas.,tt0410377
Hellboy II: El ejército dorado,"7,0",Guillermo del Toro,"Guillermo del Toro, Mike Mignola","Un príncipe del mundo mítico inicia una rebelión contra la humanidad para gobernar la Tierra, y Hellboy su equipo deben luchar para impedir que localice al todopoderoso ejército dorado.",tt0411477
Las crónicas de Spiderwick,"6,5",Mark Waters,"Karey Kirkpatrick, David Berenbaum, John Sayles","Al mudarse a la destartalada finca de Spiderwick con su madre, los hermanos gemelos Jared y Simon Grace, junto con su hermana Mallory, se ven arrastrados a un mundo alternativo lleno de hadas y otras criaturas.",tt0416236
El valiente Despereaux,"6,1","Sam Fell, Robert Stevenhagen","Kate DiCamillo, Gary Ross, Will McRobb",Un ratón inusualmente valiente ayuda a restaurar la felicidad en un reino triste.,tt0420238
The Horror Vault,"4,0","Rusty Apper, David Boone, Josh Card","Rusty Apper, Drew English, Nicolai Ketelsen","Nine tales of human cruelty, nine tales of human depravity, nine tales of true horror",tt0369424
The Eye (Visiones),"5,4","David Moreau, Xavier Palud","Sebastian Gutierrez, Yuet-Jan Hui, Oxide Chun Pang",Una mujer recibe un trasplante de ojos que le permite ver el mundo sobrenatural.,tt0406759
Beneath the Mississippi,"2,6",Lonnie Schuyler,"Jon Hazell, Lonnie Schuyler",A documentary filmmaker and her crew fight the elements and try to cope with their fears as they seek to understand the strange mystery of a flooded island where hundreds have died.,tt0429658
Death's Door,"4,6",George Scileppi,"Kenneth Gust, Alex Keir, George Scileppi","When a television psychic begins to get real results, the cast and crew of the show find themselves trapped by vengeful spirits.",tt0439536
Something's Wrong in Kansas,"6,4",Louis Paul Tocchet,"John Chua, James Reach, Louis Paul Tocchet","When a young pledge dies during initiation, her sister and brother conspire to have their revenge on the reckless college students responsible for her death.",tt0443648
Autopsy,"5,0",Adam Gierasch,"Jace Anderson, Adam Gierasch, E.L. Katz",A young woman tries to find her injured boyfriend in a bizarre and dangerous hospital.,tt0443435
X-Files: Creer es la clave,"5,9",Chris Carter,"Frank Spotnitz, Chris Carter",Mulder y Scully son llamados de nuevo al servicio por el FBI cuando un antiguo sacerdote afirma estar recibiendo visiones psíquicas relacionadas con un agente secuestrado.,tt0443701
Surveillance,"6,3",Jennifer Lynch,"Kent Harper, Jennifer Lynch",Two FBI agents attempt to clarify the murders occurring in a desolate region. They approach the witnesses of the latest incident with the help of the local police. All of them hide something and all have wildly different stories to tell.,tt0409345
Quid Pro Quo,"6,1",Carlos Brooks,Carlos Brooks,Un periodista de radio semiparalizado es enviado a investigar una historia que lo lleva a un viaje de autorrealización.,tt0414426
Hoyuelo,"3,6",Dusty DePree,"Dusty DePree, Ron Jordan","On a Saturday morning, Frances jolts awake from a frightening dream. That afternoon, while on a road trip with four friends, a bizarre chain of events leads her to a secluded house where a little girl lives with a man she refers to only as, ""The Doctor"". Here, Frances uncovers grisly horrors the little girl is subjected to and as Frances fights to save her young soul,... Leer todo",tt0447927
