Nombre,Anyo,Roles,Peliculas,Premios
Azura Skye,1981,Reparto,"28 días, Llamada perdida, Bandits (Bandidos)",Otros premios
Colleen McDermott,-1,Reparto. Cámara y electricidad. Producción,"Anatomía de Grey, As the World Turns, Conexión fatal",No tiene premios
Bruce Gray,1936,Reparto,"Mi gran boda griega, Starship Troopers (Las brigadas del espacio), Cube 2: Hypercube",Otros premios
Gregory O'Rourke,-1,Reparto,"Cyberstalker, Dementia, Beetleborgs (Serie de TV)",No tiene premios
Sergia Sánchez,-1,Reparto,"Knots Landing: Back to the Cul-de-Sac, Dementia",No tiene premios
Dennis Garber,1952,Reparto,"Amor a quemarropa, Marea roja, El último boy scout",No tiene premios
Mikhail Efremov,1963,Reparto,"12, Koroleva Margo, Anti Killer",Otros premios
Rim Ayupov,-1,Reparto,"Pod znakom skorpiona, Kommentariy k prosheniyu o pomilovanii, V polose priboya",No tiene premios
Romualdas Ramanauskas,-1,Reparto,"Chelovek-nevidimka, The Dead End, Zalozhniki strakha",No tiene premios
Irina Kulevskaya,-1,Reparto,"Moskovskiye krasavitsy, Istota, Aryun",No tiene premios
Vera Ivleva,-1,Reparto,"Ma-ma, Sportloto-82, Opasno dlya zhizni!",No tiene premios
Viktor Plyut,-1,Reparto,"Alarma en el Rallye, Hullumeelsus, Pats garakais salmins",No tiene premios
Vladimir Gorodnichyov,-1,Reparto,"Istota, Skazka o kupecheskoy docheri i tainstvennom tsvetke",No tiene premios
Nikolay Merzlikin,-1,Reparto,"Pogovorim, brat, Chelovek, kotorogo ya lyublyu, Surovyye kilometry",No tiene premios
Aleksandr Barinov,-1,Reparto,"Mech, Glukhar, Otrazheniye",No tiene premios
Les Serdyuk,-1,Reparto,"Taras Bulba, Pod svist pul', Eksperiment doktora Absta",Otros premios
Dean Cain,1966,Reparto. Producción. Guion,"Lois y Clark: Las nuevas aventuras de Superman, God's Not Dead, Out of Time",Otros premios
Thomas Ian Griffith,1962,Reparto. Producción. Guion,"Vampiros de John Carpenter, Karate Kid III: El desafío final, xXx",No tiene premios
Justin Whalin,1974,Reparto,"Muñeco diabólico 3, Dungeons & Dragons (Dragones y mazmorras), Los asesinatos de mamá",Otros premios
Jodi Bianca Wise,1971,Reparto,"El truco final (El prestigio), Viviendo sin límites, Por la causa",No tiene premios
Trae Thomas,-1,Reparto,"Por la causa, Disruptor, Fuerza delta V",No tiene premios
Michelle Krusiec,-1,Reparto. Guion. Dirección,"Hollywood, A un millón de millas, La invitación",Otros premios
Stephen Ramsey,-1,Reparto,"La teniente O'Neil, Minority Report, S.W.A.T.: Los hombres de Harrelson",No tiene premios
Denis Sharp,-1,Reparto,"Por la causa, Under the Hula Moon, Distant Shadow",No tiene premios
Lisa Foster,-1,Reparto. Efectos visuales. Producción,"Call of Duty: Modern Warfare II, Jungla de cristal: La venganza, Lego Universe",No tiene premios
Violeta Markovska,-1,Reparto,"Soldado universal: Regeneración, The Woman of My Life, Por la causa",Otros premios
Dimas González,-1,Reparto. Dirección de arte,"De repente, la película, El pasajero, Aventures Caraïbes",Otros premios
José Torres,-1,Reparto. Especialistas,"Hijos de la Sal, Los tigres de Mompracem, Seminò morte... lo chiamavano il Castigo di Dio!",Otros premios
Juhi Chawla,1967,Reparto. Producción. Música,"Qayamat Se Qayamat Tak, Duplicate, Darr",Otros premios
Anil Kapoor,1956,Reparto. Producción. Música,"Slumdog Millionaire, Animal, Welcome",Otros premios
Rishi Kapoor,1952,Reparto. Música. Producción,"Agneepath, Luck by Chance, Kapoor & Sons",Otros premios
Tinnu Anand,1945,Reparto. Dirección. Guion,"Sita Ramam, Ghajini, Salaar. Part 1 - Ceasefire",No tiene premios
Govardhan Asrani,1941,Reparto. Dirección. Producción,"Bodyguard, Sholay, Chala Murari Hero Banne",Otros premios
Suresh Chatwal,-1,Reparto,"Om Shanti Om, Munna Bhai M.B.B.S., Himmat",No tiene premios
Tisca Chopra,1973,Reparto. Guion. Producción,"Taare Zameen Par, 24, Hostages",Otros premios
Sulabha Deshpande,1937,Reparto. Dirección,"English Vinglish, Investment, Virasat",No tiene premios
Dinesh Hingoo,1940,Reparto,"Baazigar, Hera Pheri, Namak Halaal",No tiene premios
Inder Khosla,-1,Reparto. Dirección de la segunda unidad o asistencia a dirección,"Dostana, Phir Bhi Jaane Do Mitro, Sunny",No tiene premios
Jackie Shroff,1957,Reparto. Producción. Banda sonora,"Devdas, Criminal Justice, Mast Mein Rehne Ka",Otros premios
Nana Patekar,1951,Reparto. Música. Dirección,"Krantiveer, Prahaar: The Final Attack, Taxi No. 9 2 11: Nau Do Gyarah",Otros premios
Kumar Gaurav,1956,Reparto. Producción. Dirección de la segunda unidad o asistencia a dirección,"Kaante, The Train, Naam",Otros premios
Jaaved Jaaferi,1960,Reparto. Música. Producción,"Salaam Namaste, Operación Koh-I-Noor, 3 Idiots",Otros premios
Juhi Chawla,1967,Reparto. Producción. Música,"Qayamat Se Qayamat Tak, Duplicate, Darr",Otros premios
Shagufta Ali,1967,Reparto. Maquillaje,"Ek Veer Ki Ardaas: Veera, Gang, Woh Rehne Waali Mehlon Ki",Otros premios
Mukesh Khanna,1958,Reparto. Producción. Guion,"Mahabharat, Hera Pheri, Raazi",Otros premios
Gulshan Grover,1955,Reparto. Música,"Badman, Mowgli y Baloo, I Am Kalam",Otros premios
Tinnu Anand,1945,Reparto. Dirección. Guion,"Sita Ramam, Ghajini, Salaar. Part 1 - Ceasefire",No tiene premios
Imtiaz Khan,-1,Reparto. Dirección. Cámara y electricidad,"Baazigar, Dil Se.., Yaadon Ki Baaraat",No tiene premios
Marc Casabani,-1,Reparto. Equipos adicionales,"24, Vecinos, Lady Magdalene's",No tiene premios
Dastan Khalili,-1,Dirección. Producción. Guion,"The Way, Master, Tiger Bones",Otros premios
Jocelyne Lopez,-1,Reparto. Casting,"Kinescoping Dr. Travis, Eraser: Turnabout, 18 Wheels of Justice",No tiene premios
Richard Ortiz,-1,Reparto,"Border Warz, Consequence, Drama",No tiene premios
Claude Duhamel,1970,Reparto. Cámara y electricidad. Producción,"Un San Valentín de muerte, Más allá del cielo, The Line",No tiene premios
Edith Dume,-1,Reparto,"True Love, Consequence, Reversion",No tiene premios
Ruben Madera,-1,Reparto,"Nunca más, We're All Gonna Die, El que cambia los tiempos",No tiene premios
Alison Reiter,-1,Equipos adicionales. Reparto,"Poseidón, La noche de su vida, Jennifer's Body",No tiene premios
Ken Rush,-1,Reparto,"Ángel, The Midnight Hour, Olive Juice",No tiene premios
Zander Villayne,-1,Reparto. Producción. Cámara y electricidad,"La viajera del tiempo, Lotto, Life at the Resort",Otros premios
Tony Leung Chiu-wai,1962,Reparto. Música. Producción,"Deseando amar, Juego sucio, The Grandmaster",Otros premios
Maggie Cheung,1964,Reparto. Banda sonora,"Deseando amar, Hero de Zhang Yimou, Comrades: Almost a Love Story",Otros premios
Siu Ping-Lam,-1,Arte. Reparto. Diseño de producción,"Deseando amar, 2046, The Grandmaster",Otros premios
Tung Cho 'Joe' Cheung,-1,Reparto. Dirección. Guion,"El furor del dragón, Bao yu jiao yang, El increíble maestro del kung fu",No tiene premios
Rebecca Pan,1931,Reparto. Equipos adicionales. Música,"Deseando amar, Días salvajes, Tian fu tian shou",Otros premios
Kelly Lai Chen,1933,Reparto,"Deseando amar, Tie dan shen long, Xiao er nu",No tiene premios
Man-Lei Chan,-1,Reparto,"Fallen Angels (Ángeles caídos), Deseando amar, Sam ng sing kwan",Otros premios
Kam-Wah Koo,-1,Reparto,"Deseando amar, Máximo rival, Gau ngao gau",No tiene premios
Szu-Ying Chien,1910,Reparto. Diseño de vestuario. Producción,"Deseando amar, La serpiente a la sombra del águila, Huangjiang nüxia",No tiene premios
Paulyn Sun,1974,Reparto,"Ichi the Killer, Deseando amar, Hei jin",Otros premios
Michael Muhney,1975,Reparto. Guion. Producción,"Veronica Mars, The Young and the Restless, Sidepiece",Otros premios
Mary Kay Cook,-1,Producción. Dirección de producción. Reparto,"Perpetrator, The Thief Collector, Emily en París",Otros premios
Jon Collins,-1,Producción. Equipos adicionales. Reparto,"Belle Collective, Charla de mesa roja, Yo soy Jazz",No tiene premios
Jimmy Slonina,-1,Reparto. Producción. Dirección,"The Circus Jerks, Dealer, Love 101",Otros premios
Heidi Mokrycki,-1,Reparto,"Big Love, Girlfriends, Love 101",No tiene premios
Jeff Anderson,1970,Reparto. Dirección. Guion,"Clerks, Clerks II, ¿Hacemos una porno?",Otros premios
Will Carpenter,-1,Reparto. Efectos visuales,"Miles, Love 101",No tiene premios
Chuck Raucci,-1,Reparto,"Being Doug, Superstore, Veronica Mars",No tiene premios
Kim Wade,-1,Reparto. Equipos adicionales,"Chicago P.D., Mech Commander, Love 101",No tiene premios
Tiffany Paulsen,-1,Guion. Reparto. Dirección,"Winter Spring Summer or Fall, Acerca del destino, Amor de calendario",No tiene premios
Paul Provenza,1957,Reparto. Producción. Guion,"The Aristocrats, Doctor en Alaska, Escuela de supervivencia",Otros premios
Stephen Dunham,1964,Reparto. Especialistas,"The Mummy (La momia), Paranormal Activity 4, Superagente 86 de película",No tiene premios
John Gloria,-1,Reparto. Guion. Producción,"Chicas buenas, Ellas dan el golpe, Barry",No tiene premios
Shannon Day,-1,Reparto. Equipos adicionales,"South of Heaven: Episode 2 - The Shadow, El hombre en el castillo, La tierra perdida",No tiene premios
Krista Taylor,-1,Reparto,Nothing Sacred,No tiene premios
Ria Snyder,-1,Reparto,Nothing Sacred,No tiene premios
Corie Henninger,-1,Reparto,"El negociador, Copycat, A través del tiempo",No tiene premios
Erin MacArthur,-1,Reparto,"Agárralo como puedas 33 1/3: El insulto final, Dark Skies, Nothing Sacred",No tiene premios
Megan Ray,-1,Reparto,Nothing Sacred,No tiene premios
Marcia Hammelev,-1,Reparto,"Nothing Sacred, Movies 'Til Dawn",No tiene premios
Philip Seymour Hoffman,1967,Reparto. Producción. Dirección,"The Master, Truman Capote, Antes que el diablo sepa que has muerto",Ganó 1 premio Óscar
William H. Macy,1950,Reparto. Guion. Producción,"Fargo, Magnolia, Shameless",Nominado para 1 premio Óscar
Rebecca Pidgeon,1965,Reparto. Composición. Guion,"State and Main, RED, El último golpe",Otros premios
Michael Higgins,1920,Reparto. Banda sonora,"State and Main, El corazón del ángel, Private School",Otros premios
Michael Bradshaw,-1,Reparto,"State and Main, Promesas incumplidas",No tiene premios
Morris Lamore,-1,Reparto,"State and Main, Spartan",Otros premios
Allen Soule,-1,Reparto,"State and Main, Las cosas cambian, La trama",Otros premios
Clark Gregg,1962,Reparto. Dirección. Guion,"Los Vengadores, Agentes de S.H.I.E.L.D., Las aventuras de Christine",Otros premios
Ricky Jay,1946,Reparto. Equipos adicionales. Guion,"Magnolia, Boogie Nights, El último golpe",Otros premios
Julia Stiles,1981,Reparto. Producción. Dirección,"10 razones para odiarte, Espera al último baile, El príncipe y yo",Nominado para 1 premio Primetime Emmy
Alex D. Linz,1989,Reparto,"Solo en casa 3, Un día inolvidable, Tarzán",Otros premios
Shirley MacLaine,1934,Reparto. Guion. Producción,"La fuerza del cariño, El apartamento, Magnolias de acero",Ganó 1 premio Óscar
Gary Sinise,1955,Reparto. Producción. Dirección,"Forrest Gump, De ratones y hombres, Apolo 13",Nominado para 1 premio Óscar
Joey Lauren Adams,1968,Reparto. Dirección. Guion,"Persiguiendo a Amy, Movida del 76, Un papá genial",Otros premios
Kathy Bates,1948,Reparto. Dirección. Producción,"Misery, Eclipse total (Dolores Claiborne), Titanic",Ganó 1 premio Óscar
Kiami Davael,-1,Reparto. Guion. Producción,"Matilda, Pretender, United Christmas",No tiene premios
Stacey Halprin,-1,Reparto,Bruno,No tiene premios
Jennifer Tilly,1958,Reparto. Guion. Banda sonora,"Lazos ardientes, La novia de Chucky, La semilla de Chucky",Nominado para 1 premio Óscar
Gwen Verdon,1925,Reparto. Equipos adicionales. Arte,"Cocoon, La habitación de Marvin, Malditos yanquis",Nominado para 3 premios Primetime Emmy
Brett Butler,1958,Reparto. Producción. Equipos adicionales,"Grace al rojo vivo, Beach Cougar Gigolo, The Comedian",Otros premios
Lars Nordh,-1,Reparto,"Canciones del segundo piso, Villospår, Får jag lov: Till den sista dansen?",No tiene premios
Stefan Larsson,-1,Reparto. Dirección. Guion,"Canciones del segundo piso, Din nästa, Ljusningen",No tiene premios
Bengt C.W. Carlsson,-1,Reparto,"Millennium: Los hombres que no amaban a las mujeres, Canciones del segundo piso, Lycka till och ta hand om varandra",Otros premios
Torbjörn Fahlström,-1,Reparto,Canciones del segundo piso,No tiene premios
Sten Andersson,-1,Reparto,"Canciones del segundo piso, Kvällen före dagen efter",No tiene premios
Rolando Núñez,-1,Reparto,"Terre indigo, Canciones del segundo piso, Sabor latino",No tiene premios
Lucio Vucina,-1,Reparto,Canciones del segundo piso,No tiene premios
Per Jörnelius,-1,Reparto,"Canciones del segundo piso, La comedia de la vida",No tiene premios
Peter Roth,-1,Reparto,"Canciones del segundo piso, Breaking Out",No tiene premios
Klas-Gösta Olsson,-1,Reparto,"Canciones del segundo piso, Mannen som log, Den 5:e kvinnan",No tiene premios
Sean Donnelly,-1,Reparto,The Elf Who Didn't Believe,No tiene premios
Margo Harshman,1986,Reparto. Banda sonora,"Guerra de cheerleaders, Hermandad de sangre, Keith",Otros premios
Rich Mann,-1,Dirección. Reparto,"Snatch Patch, The Watering Hole, Action in Black",No tiene premios
Dan Frank,-1,Reparto. Guion,"La fille de l'air, Vendetta, No al amor ordinario",No tiene premios
Samantha Mudd,-1,Reparto. Edición,"Star Trek: Espacio Profundo Nueve, Desmadre en la comisaría, Eraser: Turnabout",No tiene premios
Leroy Thompson,-1,Reparto. Equipos adicionales,"Cool World: Una rubia entre dos mundos, La hora de las sombras, Hindsight",No tiene premios
Burke Morgan,-1,Reparto,"Vipers, The Voyeur, Passion's Obsession",No tiene premios
David Lowell Gardner,-1,Reparto,"Evasión, The Elf Who Didn't Believe",No tiene premios
Rory Knox Johnston,-1,Reparto,"Phil del futuro, Dirt, WebcamMurder.com",No tiene premios
Ross Hagen,1938,Reparto. Guion. Producción,"Mujeres violentas, Acción USA, El poder de las armas",No tiene premios
Mel Gibson,1956,Reparto. Producción. Dirección,"Braveheart, Arma letal 3, Conspiración",Ganó 2 premios Óscar
Julia Sawalha,1968,Reparto. Banda sonora,"Lark Rise to Candleford, Absolutamente fabulosas, Chicken Run: Evasión en la granja",Otros premios
Phil Daniels,1958,Reparto. Música. Banda sonora,"Chicken Run: Evasión en la granja, Quadrophenia, Time Gentlemen Please",No tiene premios
Lynn Ferguson,-1,Guion. Reparto. Dirección,"Chicken Run: Evasión en la granja, Chicken Run: Amanecer de los nuggets, Jute City",No tiene premios
Tony Haygarth,1945,Reparto. Banda sonora,"Chicken Run: Evasión en la granja, Drácula, Holocausto",Otros premios
Jane Horrocks,1964,Reparto. Guion. Música,"La vida es dulce, Little Voice, La novia cadáver",Nominado a 1 premio BAFTA
Miranda Richardson,1958,Reparto. Banda sonora,"Juego de lágrimas, Spider, Las horas",Nominado para 2 premios Óscar
Timothy Spall,1957,Reparto. Producción. Guion,"Mr. Turner, Sweeney Todd: El barbero diabólico de la calle Fleet, Secretos y mentiras",Ganó 1 premio BAFTA
Imelda Staunton,1956,Reparto. Banda sonora,"El secreto de Vera Drake, Harry Potter y la Orden del Fénix, Pride/Orgullo",Nominado para 1 premio Óscar
Benjamin Whitrow,1937,Reparto. Banda sonora,"Chicken Run: Evasión en la granja, Orgullo y prejuicio, El Santo",Nominado a 1 premio BAFTA
John Reneaud,-1,Reparto. Dirección. Edición,"Hey, I'm the Doorguy!, Wearing Hitler's Pants, Horseradish Sauce",Otros premios
Ed Oldani,-1,Reparto,"Kamikaze Detroit, Sociedad anónima, Detroit 9000",No tiene premios
Jeff Boerger,-1,Reparto. Equipos adicionales,"Sociedad anónima, Dark Heaven, Confidence of a Tall Man",No tiene premios
Paige Stapleton,-1,Reparto. Maquillaje,"Sociedad anónima, Jessenia: Dinner Table, Love and Lust",No tiene premios
Scott D. Brewster,-1,Reparto,Sociedad anónima,No tiene premios
Steve Gibbons,-1,Reparto. Equipos adicionales. Efectos especiales,"Malcolm X, Sociedad anónima, No Place Like Home",No tiene premios
Richard Jewell,-1,Reparto. Guion. Dirección de casting,"Needlestick, Land of the Outlaws, Saugatuck Cures",No tiene premios
Daniel J. Mahoney,-1,Reparto. Guion. Cámara y electricidad,"Bare Witness, Sociedad anónima, The Ark of the Witch",No tiene premios
Jerry Ricardo Salas,-1,Reparto,Sociedad anónima,No tiene premios
Steven R. Pyykkonen,-1,Reparto,Sociedad anónima,No tiene premios
Michael Ironside,1950,Reparto. Producción. Guion,"Starship Troopers (Las brigadas del espacio), Desafío total, Scanners",Otros premios
Julie Strain,1962,Reparto. Producción. Dirección,"Superdetective en Hollywood III, Heavy Metal 2, Agárralo como puedas 33 1/3: El insulto final",No tiene premios
Billy Idol,1955,Music Artist. Reparto. Composición,"El chico ideal, Speed: Máxima potencia, Las aventuras de Ford Fairlane",Otros premios
Pier Paquette,-1,Reparto,"I'm Not There, Heavy Metal 2, Siguiendo la pista",No tiene premios
Sonja Ball,-1,Reparto. Música. Banda sonora,"Los gatos samurai, P3K: Pinocho 3000, Heavy Metal 2",No tiene premios
Brady Moffatt,-1,Reparto,"Assassin's Creed III, Monster Hunter Stories 2: Wings of Ruin, Sahara",No tiene premios
